,Name,Ref,Link,Inst,RA,DEC,Distance,z,+dz,-dz,M [M_sun],+dM,-dM,L_bol [erg/s],+dL_bol,-dL_bol,f_Edd,+df_Edd,-df_Edd,M1450,+dM1450,-dM1450,F444W,+dF44W,-dF444W,SFR_CII,+dSFR_CII,-dSFR_CII,SFR_TIR,+dSFR_TIR,-dSFR_TIR,Mstar [M_sun],+dMstar,-dMstar,comment
165,J1602+4228,"Banados et al. (2016), Ishimoto et al. (2020), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS/UHS,16:02:53.98,+42:28:24.94,,6.083,0.005,0.005,2.468e9,,,,,,,,,-26.94,,,,,,,,,,,,,,,"z from Ishimoto et al. (2020), instrument from Shen et al. (2019), mass using formula [1]"
166,J0935-0110,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,09:35:43.32,-01:10:33.30,,6.08,,,2.537e7,7.465e6,3.877e6,,,,,,,-21.97,0.18,0.28,,,,,,,,,,,,,mass using formula [1]
167,J2228+0152,"Matsuoka et al. (2018), Ishimoto et al. (2020)","https://arxiv.org/pdf/1704.05854, https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf",HSC,22:28:47.71,+01:52:40.50,,6.0805,0.0004,0.0004,1.646e8,6.177e6,5.953e6,,,,,,,-24.00,0.04,0.04,,,,,,,,,,,,,"z from Ishimoto et al. (2020), mass using formula [1]"
168,J1932+7139/J293.0+71.65,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,19:32:07.62,+71:39:08.41,,6.08,,,2.423e9,,,,,,,,,-26.92,,,,,,,,,,,,,,,mass using formula [1]
169,J0303-0019,"Banados et al. (2016), Kurk et al. (2009), Ishimoto et al. (2020)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/0004-637X/702/2/833, https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf",SDSS,03:03:31.40,-00:19:12.90,,6.078,0.007,0.007,2e8,1e8,0.5e8,,,,1.6,0.4,0.6,-25.56,,,,,,,,,,,,,,,"mass, f_Edd from Kurk et al. (2009), z from Ishimoto et al. (2020)"
170,J0353+0104,"Banados et al. (2016), Shen et al. 92019","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,03:53:49.73:,01:04:04.66,,6.057,0.005,0.005,1.543e9,,,,,,,,,-26.43,,,,,,,,,,,,,,,"z from Shen et al. (2019), additional information (mass, f_Edd) here: https://iopscience.iop.org/article/10.1088/0004-637X/739/2/56#apj398369fd4 De Rosa et al. (2011)"
171,J1034-1425/J158.6-14.42,Chehade et al. (2018),https://academic.oup.com/mnras/article/478/2/1649/4944228,VST-ATLAS,10:34:46.51,-14:25:15.96,,6.07,0.03,0.03,3.224e9,2.465e8,2.290e8,,,,,,,-27.23,0.08,0.08,,,,,,,,,,,,,mass using formula [1]
172,J1559+2212,Wang et al. (2018),https://arxiv.org/pdf/1703.07490,DELS,15:59:09.09,+22:12:14.43,,6.07,0.02,0.02,8.880e8,,,,,,,,,-25.83,,,,,,,,,,,,,,,mass using formula [1]
173,J0420-4453,Reed et al. (2017),https://academic.oup.com/mnras/article/468/4/4702/3089747,VDES,04:20:11.34,-44:53:23.80,,6.07,0.01,0.01,1.307e9,7.428e7,7.029e7,,,,,,,-26.25,0.06,0.06,,,,,,,,,,,,,mass using formula [1]
174,J0911+0152,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC,09:11:14.27,+01:52:19.40,,6.07,,,2.834e7,1.887e6,1.769e6,,,,,,,-22.09,0.07,0.07,,,,,,,,,,,,,mass using formula [1]
175,J1416+0147,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,14:16:53.01,+01:47:02.20,,6.07,,,8.402e7,8.106e6,7.393e6,,,,,,,-23.27,0.10,0.10,,,,,,,,,,,,,mass using formula [1]
176,J0842+1218,"Banados et al. (2016), Venemans et al. (2020), D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/abc563, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",SDSS/UHS,08:42:29.438,+12:18:50.47,,6.0754,0.0005,0.0005,1.995e9,3.490e8,3.735e8,1.778e47,2.170e46,1.934e46,0.685578,0.146203,0.148406,-26.91,,,,,,,,,,,,,,,"coordinates, z from Venemans et al. (2020), mass from D'Odorico et al. (2023), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023), instrument from Shen et al. (2019)"
177,J1630+4012,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,16:30:33.90,+40:12:09.69,,6.066,0.007,0.007,1.237e9,,,,,,,,,-26.19,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
178,J0106-0030,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,01:06:03.68,-00:30:15.20,,6.06,,,1.068e8,5.031e6,4.805e6,,,,,,,-23.53,0.05,0.05,,,,,,,,,,,,,mass using formula [1]
179,J1201+0133,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC,12:01:03.02,+01:33:56.40,,6.06,,,1.434e8,2.665e6,2.616e6,,,,,,,-23.85,0.02,0.02,,,,,,,,,,,,,mass using formula [1]
180,J0559-1534/J089.9-15.58,"Banados et al. (2016), Mazzucchelli et al. (2023)","https://arxiv.org/pdf/1608.03279, https://arxiv.org/pdf/2306.16474",PSO,05:59:45.47,-15:35:00.20,,6.05,,,3.715e9,7.515e8,7.641e8,3.715e47,4.533e46,4.794e46,0.769231,0.181707,0.186768,-26.93,,,,,,,,,,,,,,,"mass, L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
181,J0828+2633,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,ULAS,08:28:13.41,+26:33:55.49,,6.05,,,1.460e9,,,,,,,,,-26.37,,,,,,,,,,,,,,,mass using formula [1]
182,J2223+0326,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,22:23:09.51,+03:26:20.30,,6.05,,,4.970e8,9.241e6,9.072e6,,,,,,,-25.20,0.02,0.02,,,,,,,,,,,,,mass using formula [1]
183,J2318-0246,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,CFHQS,23:18:02.80,-02:46:34.00,,6.05,,,4.533e8,,,,,,,,,-25.10,,,,,,,,,,,,,,,mass using formula [1]
184,J0957+0053,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,09:57:40.39,+00:53:33.60,,6.05,,,6.433e7,2.414e6,2.327e6,,,,,,,-22.98,0.04,0.04,,,,,,,,,,,,,mass using formula [1]
185,J1641+3755,"Banados et al. (2016), Willott et al. (2010)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/0004-6256/140/2/546",CFHQS,16:41:21.73,+37:55:20.15,,6.047,0.003,0.003,2.4e8,1.0e8,0.8e8,,,,2.3,,,-25.67,,,,,,,,,,,,,,,"z, mass, f_Edd from Willott et al. (2010)"
186,J1603+5510/ELAIS1091000446,Kashikawa et al. (2015),https://iopscience.iop.org/article/10.1088/0004-637X/798/1/28,HSC,16:03:49.07,+55:10:32.30,,6.041,,,4.450e7,5.661e6,5.022e6,,,,,,,-22.58,0.13,0.13,,,,,,,,,,,,,mass using formula [1]
187,J1429-0002,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC,14:29:20.22,-00:02:07.40,,6.04,,,9.647e7,3.620e6,3.489e6,,,,,,,-23.42,0.04,0.04,,,,,,,,,,,,,mass using formula [1]
188,J1207+0630,"Decarli et al. (2018), Banados et al. (2016), Shen et al. (2019)","https://iopscience.iop.org/article/10.3847/1538-4357/aaa5aa, https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",ULAS,12:07:37.440,+06:30:10.37,,6.028,0.013,0.013,1.855e9,,,,,,,,,-26.63,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), z from Shen et al. (2019), mass using formula [1]"
189,J1402+4024/J210.7+40.40,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,14:02:54.67,+40:24:03.19,,6.04,,,9.129e8,,,,,,,,,-25.86,,,,,,,,,,,,,,,mass using formula [1]
190,J1400-0125,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,14:00:29.99,-01:25:21.00,,6.04,,,1.249e8,5.884e6,5.619e6,,,,,,,-23.70,0.05,0.05,,,,,,,,,,,,,mass using formula [1]
191,J1400-0011,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,14:00:28.79,-00:11:51.50,,6.04,,,6.257e7,6.672e6,6.029e6,,,,,,,-22.95,0.11,0.11,,,,,,,,,,,,,mass using formula [1]
192,J2054-0005,"Banados et al. (2020), Wang et al. (2013), Willott et al. (2015)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/0004-637X/773/1/44, https://iopscience.iop.org/article/10.1088/0004-637X/801/2/123#apj509348t2",SDSS,20:54:06.49,-00:05:14.80,,6.0391,0.0001,0.0001,0.9e9,1.6e9,0.6e9,,,,,,,-26.21,,,,,,,,,,,,,,,"z from Wang et al. (2013), mass from Willott et al. (2015)"
193,J0408-5632,"D'Odorico et al. (2023), Mazzucchelli et al. (2023), Reed et al. (2017)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474, https://academic.oup.com/mnras/article/468/4/4702/3089747",VDES,04:08:19.23,-56:32:28.80,,6.033,0.004,0.004,2.042e9,4.130e8,3.822e8,1.549e47,3.133e46,3.185e46,0.583521,0.166913,0.162271,-26.51,0.05,0.05,,,,,,,,,,,,,"L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023), M1450 from Reed et al. (2017)"
194,J0206-0255,Mastuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC/DELS,02:06:11.20,-02:55:37.80,,6.03,,,3.805e8,1.066e7,1.037e7,,,,,,,-24.91,0.03,0.03,,,,,,,,,,,,,additional information here: https://iopscience.iop.org/article/10.3847/1538-4357/ab2be5/pdf Wang et al. (2019)
195,J0202-0251,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854	,HSC,02:02:58.21,-02:51:53.60,,6.03,,,9.384e7,6.250e6,5.859e6,,,,,,,-23.39,0.07,0.07,,,,,,,,,,,,,mass using formula [1]
196,J1137+3549,"Banados et al. (2016), Ishimoto et al. (2020), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS/UHS,11:37:17.73,+35:49:56.85,,6.009,0.010,0.010,3.634e9,,,,,,,,,-27.36,,,,,,,,,,,,,,,"z from Ishimoto et al. (2020), instrument from Shen et al. (2019), mass using formula [1]"
197,J2215+2606/P333+26/J333.9+26.10,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",PSO,22:15:56.63,+26:06:29.41,,6.027,0.007,0.007,1.557e9,,,,,,,,,-26.44,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
198,J0818+1722/J0818+17,"Banados et al. (2016), D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://arxiv.org/pdf/1608.03279, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",SDSS,08:18:27.40,+17:22:52.01,,5.960,0.010,0.010,5.754e9,8.525e8,9.681e8,3.631e47,7.344e46,7.467e46,0.485352,0.121687,0.123227,-27.52,,,,,,,,,,,,,,,"z, mass from D'Odorico et al. (2023), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023), there is one case where this black hole is referred to as 'J0818+1733' in https://iopscience.iop.org/article/10.3847/1538-4357/aa6c60 Eilers et al. (2017)"
199,J0159-3633/J029-36/J029.9-36.56,"Carnall et al. (2015), Chehade et al. (2018)","https://academic.oup.com/mnrasl/article/451/1/L16/954689, https://academic.oup.com/mnras/article/478/2/1649/4944228",ATLAS,01:59:57.96,-36:33:56.88,,6.02,0.03,0.03,2.537e9,1.940e8,1.802e8,,,,,,,-26.97,0.08,0.08,,,,,,,,,,,,,"M1450 from Chehade et al. (2018), mass using formula [1]"
200,J1257+6349,"Banados et al. (2016), Jiang et al. (2015), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/0004-6256/149/6/188, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,12:57:57.48,+63:49:37.16,,5.992,0.010,0.010,1.181e9,1.381e8,1.236e8,,,,,,,-26.14,0.12,0.12,,,,,,,,,,,,,"M1450 from Jiang et al. (2015), z from Shen et al. (2019), mass using formula [1]"
201,J1306+0356/J1306+03,"Venemans et al. (2020), Banados et al. (2016), D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://iopscience.iop.org/article/10.3847/1538-4357/abc563, https://arxiv.org/pdf/1608.03279, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",SDSS,13:06:08.259,+03:56:26.19,,6.0330,0.0002,0.0002,1.950e9,4.490e8,4.707e8,1.738e47,2.120e46,2.242e46,0.685578,0.178661,0.248874,-26.81,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), mass from D'Odorico et al. (2023), L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
202,J0902+0155,Matsuoka et al. (2018),https://arxiv.org/pdf/1704.05854,HSC,09:02:54.87,+01:55:10.90,,6.01,,,4.173e7,1.566e6,1.509e6,,,,,,,-22.51,0.04,0.04,,,,,,,,,,,,,mass using formula [1]
203,J2240-1839/P340–18/J340.2-18.66,"Decarli et al. (2018), Chehade etal. (2018)","https://iopscience.iop.org/article/10.3847/1538-4357/aaa5aa, https://academic.oup.com/mnras/article/478/2/1649/4944228",PSO,22:40:48.997,−18:39:43.81,,6.01,0.05,0.05,1.529e9,1.475e8,1.345e8,,,,,,,-26.42,0.10,0.10,,,,,,,,,,,,,"M1450 from Chehade et al. (2018), mass using formula [1]"
204,J1219+0050,Matsuoka et al. (2018),https://arxiv.org/pdf/1803.01861,HSC,12:19:05.34,+00:50:37.50,,6.01,,,1.434e8,6.756e6,6.452e6,,,,,,,-23.85,0.05,0.05,,,,,,,,,,,,,mass using formula [1]
205,J0216-0455,"Willott et al. (2009), Banados et al. (2016)","https://iopscience.iop.org/article/10.1088/0004-6256/137/3/3541, https://arxiv.org/pdf/1608.03279",CFHQS,02:16:27.81,-04:55:34.10,,6.01,,,4.096e7,,,,,,,,,-22.49,,,,,,,,,,,,,,,mass using formula [1]
206,J1426-0128,Matsuoka et al. (2019),https://arxiv.org/pdf/1908.07910,HSC,14:26:11.33,-01:28:22.80,,6.01,,,1.307e8,1.261e7,1.150e7,,,,,,,-23.75,0.10,0.10,,,,,,,,,,,,,mass using formula [1]
207,J0055+0146,"Willott et al. (2015), Willott et al. (2009), Banados et al. (2016)","https://iopscience.iop.org/article/10.1088/0004-637X/801/2/123#apj50934, https://iopscience.iop.org/article/10.1088/0004-6256/137/3/3541, https://arxiv.org/pdf/1608.03279",CFHQS,00:55:02.91,+01:46:18.30,,6.0060,0.0008,0.0008,2.4e8,2.6e8,1.4e8,,,,1.2,,,-24.81,,,,,,83,13,13,,,,,,,"coordinates from Willott et al. (2009), f_Edd from Willott et al. (2010), M1450 from Banados et al. (2016)"
208,J2310+1855/J2310+18,"Wang et al. (2013), D'Odorico et al. (2023), Banados et al. (2016), Shen et al. (2019), Mazzucchelli et al. (2023)","https://iopscience.iop.org/article/10.1088/0004-637X/773/1/44, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://arxiv.org/pdf/2306.16474",SDSS,23:10:38.89,+18:55:19.70,,5.956,0.011,0.011,4.677e9,6.930e8,7.869e8,3.577e47,,,0.508226,0.151611,0.15683,-27.80,,,,,,,,,,,,,,,"coordinates, mass from D'Odorico et al. (2023), M1450 from Banados et al. (2016), z from Shen et al. (2019), (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
209,J2250-5015,"D'Odorico et al. (2023), Mazzucchelli et al. (2023), Reed et al. (2017)","https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474, https://academic.oup.com/mnras/article/468/4/4702/3089747",VDES,22:50:02.01,-50:15:42.20,,5.985,0.003,0.003,4.571e9,7.178e9,2.793e9,2.754e47,4.817e46,4.634e46,0.463507,0.73239,0.293722,-26.80,0.04,0.04,,,,,,,,,,,,,"L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023), M1450 from Reed et al. (2017)"
210,J0028+0457/J007.0+04.95,"Banados et al. (2016), Jiang et al. (2015), Shen et al. (2019), Mazzucchelli et al. (2023)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.1088/0004-6256/149/6/188, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://arxiv.org/pdf/2306.16474",PSO/SDSS,00:28:06.56,+04:57:25.64,,5.982,0.012,0.012,7.762e9,1.787e9,1.737e9,1.318e47,5.438e46,5.239e46,0.130634,0.061718,0.059582,-26.38,0.10,0.10,,,,,,,,,,,,,"M1450 from Jiang et al. (2015), z from Shen et al. (2019), mass, L_bol, (recalculated using formula [2]) f_Edd from Mazzucchelli et al. (2023)"
211,J0231-2850/J037.9-28.83,Banados et al. (2016),https://arxiv.org/pdf/1608.03279,PSO,02:31:52.96,-28:50:20.08,,6.00,,,1.284e9,,,,,,,,,-26.23,,,,,,,,,,,,,,,mass using formula [1]
212,J2356+0023,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,23:56:51.58,+00:23:33.30,,5.987,0.014,0.014,6.552e8,,,,,,,,,-25.50,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
213,J0001+2650/P000+26,Shen et al. (2019),https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf,PSO/UHS,00:01:21.63,+26:50:09.20,,5.733,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,
214,J0002+2550,Ishimoto et al. (2020),https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf,SDSS/UHS,00:02:39.39,+25:50:34.96,,5.818,0.007,0.007,3.471e9,,,,,,,,,-27.31,,,,,,,,,,,,,,,mass using formula [1]
215,J0008−0626,"Shen at al. (2019), Jiang et al. (2015)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.1088/0004-6256/149/6/188",SDSS,00:08:25.77,-06:26:04.60,,5.929,0.003,0.003,1.077e9,9.312e7,8.571e7,,,,,,,-26.04,0.09,0.09,,,,,,,,,,,,,"z, M1450 from Jiang et al. (2015), mass using formula [1]"
216,J0203+0012,"Shen et al. (2019), Eilers et al. (2017), Jiang et al. (2008)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.3847/1538-4357/aa6c60, https://iopscience.iop.org/article/10.1088/0004-6256/135/3/1057",SDSS/ULAS,02:03:32.38,+00:12:29.27,,5.709,0.010,0.010,8.024e8,7.742e7,7.060e7,,,,,,,-25.72,0.10,0.10,,,,,,,,,,,,,"coordinates from Eilers et al. (2017), M1450 from Jiang et al. (2008), mass using formula [1]"
217,J0300−2232/J045.1–22.54,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",PSO,03:00:44.18,-22:32:27.19,,5.684,0.008,0.008,1.319e9,,,,,,,,,-26.26,,,,,,,,,,,,,,,mass using formula [1]
218,J0810+5105,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,08:10:54.31,+51:05:40.10,,5.805,0.010,0.010,2.210e9,,,,,,,,,-26.82,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
219,J0835+3217,"Shen et al. (2019), Jiang et al. (2016)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222",SDSS,08:35:25.76,+32:17:52.60,,5.902,0.009,0.009,8.325e8,,,,,,,,,-25.76,,,,,,,,,,,,,,,"M1450 from Jiang et al. (2016), mass using formula [1]"
220,J0836+0054/J0836+00,"Banados et al. (2016), Shen et al. (2019), D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",SDSS,08:36:43.86,+00:54:53.26,,5.834,0.007,0.007,3.890e9,1.358e9,1.436e9,7.079e47,,,1.72,0.51,0.51,-27.75,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass from D'Odorico et al. (2023), L_bol, f_Edd from Mazzucchelli et al. (2023)"
221,J0840+5624,"Shen et al. (2019), Banados et al. (2016)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://arxiv.org/pdf/1608.03279",SDSS,08:40:35.09,+56:24:19.90,,5.816,0.010,0.010,3.254e9,,,,,,,,,-27.24,,,,,,,,,,,,,,,"M1450 from Banados et al. (2016), mass using formula [1]"
222,J0841+2905,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,08:41:19.52,+29:05:04.55,,5.954,0.005,0.005,1.646e9,,,,,,,,,-26.50,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
223,J0850+3246,"Banados et al. (2016), Shen et al. (2019), Jiang et al. (2015)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.1088/0004-6256/149/6/188",SDSS/UHS,08:50:48.25,+32:46:47.94,,5.730,0.013,0.013,2.053e9,1.570e8,1.458e8,,,,,,,-26.74,0.08,0.08,,,,,,,,,,,,,"z from Shen et al. (2019), M1450 from Jiang et al. (2015), mass using formula [1]"
224,J0927+2001/J0927+20,"Ishimoto et al. (2020), D'Odorico et al. (2023), Mazzucchelli et al. (2023)","https://iopscience.iop.org/article/10.3847/1538-4357/abb80b/pdf, https://academic.oup.com/mnras/article/523/1/1399/7172883, https://arxiv.org/pdf/2306.16474",SDSS/UHS,09:27:2182,+20:01:23.64,,5.7722,0.0006,0.0006,1.288e9,3.336e8,3.333e8,1.202e47,4.960e46,5.104e46,0.717888,0.349656,0.33309,-26.76,,,,,,,,,,,,,,,"mass from D'Odorico et al. (2023), L_bol, (recalculated using formula [2]) from Mazzucchelli et al. (2023)"
225,J1044−0125,"Venemans et al. (2020), Willott et al. (2015), Wang et al. (2013), Banados et al. (2016)","https://iopscience.iop.org/article/10.3847/1538-4357/abc563, https://iopscience.iop.org/article/10.1088/0004-637X/801/2/123#apj509348t2, https://iopscience.iop.org/article/10.1088/0004-637X/773/1/44, https://arxiv.org/pdf/1608.03279",SDSS,10:44:33.040,-01:25:02.08,,5.7846,0.0005,0.0005,1.1e10,1.9e10,0.7e10,4.461e47,,,,,,-27.38,,,,,,,,,,,,,,,"mass from Willott et al. (2015), L_bol from Wang et al. (2013), M1450 from Banados et al. (2016)"
226,J1143+3808,"Eilers et al. (2020), Shen et al. (2019)","https://arxiv.org/pdf/2002.01811, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS/UHS,11:43:38.347,+38:08:28.823,,5.8366,0.0023,0.0023,1.961e9,,,,,,,,,-26.69,,,,,,,,,,,,,,,"instrument from Shen et al. (2019), mass using formula [1]"
227,J1243+2529,"Shen et al. (2019), Jiang et al. (2016)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222",SDSS,12:43:40.81,+25:29:23.90,,5.842,0.006,0.006,1.272e9,,,,,,,,,-26.22,,,,,,,,,,,,,,,"M1450 from Jiang et al. (2016), mass using formula [1]"
228,J1403+0902,"Shen et al. (2019), Jiang et al. (2015)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.1088/0004-6256/149/6/188",SDSS,14:03:19.13,+09:02:50.90,,5.787,0.013,0.013,1.332e9,1.420e8,1.283e8,,,,,,,-26.27,0.11,0.11,,,,,,,,,,,,,"instrument, M1450 from Jiang et al. (2015), mass using formula [1]"
229,J1425+3254,"Shen et al. (2019), Cool et al. (2006), Carilli et al. (2010)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.1086/505535/pdf, https://iopscience.iop.org/article/10.1088/0004-637X/714/1/834",NDWFS,14:25:16.34,+32:54:09.60,,5.862,0.006,0.006,1.128e9,,,,,,,,,-26.09,,,,,,,,,,,,,,,"instrument from Cool et al. (2006), M1450 from Carilli et al. (2010), mass using formula [1]"
230,J1436+5007,"Shen et al. (2019), Banados et al. (2016)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://arxiv.org/pdf/1608.03279",SDSS,14:36:11.74,+50:07:06.90,,5.809,0.010,0.010,1.739e9,,,,,,,,,-26.56,,,,,,,,,,,,,,,"instrument, M1450 from Banados et al. (2016), mass using formula [1]"
231,J1514+2114/P228+21/J228.6+21.23,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",PSO,15:14:44.91,+21:14:19.78,,5.893,0.015,0.015,1.149e9,,,,,,,,,-26.11,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
232,J1545+6028,"Banados et al. (2016), Shen et al. (2019)","https://arxiv.org/pdf/1608.03279, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,15:45:52.09,+60:28:23.95,,5.794,0.007,0.007,4.747e9,,,,,,,,,-27.65,,,,,,,,,,,,,,,"z from Shen et al. (2019), mass using formula [1]"
233,J1621+5155,"Jiang et al. (2016), Shen et al. (2019)","https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222, https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf",SDSS,16:21:00.92,+51:55:48.90,,5.637,0.008,0.008,2.468e9,,,,,,,,,-26.94,,,,,,,,,,,,,,,"coordinates, z from Shen et al. (2019), mass using formula [1]"
234,J2307+0031,"Shen et al. (2019), Jiang et al. (2016)","https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9/pdf, https://iopscience.iop.org/article/10.3847/1538-4357/833/2/222",SDSS,23:07:35.35,+00:31:49.4,,5.900,0.010,0.010,3.165e8,,,,,,,,,-24.71,,,,,,,,,,,,,,,"instrument, M1450 from Jiang et al. (2016), mass using formula [1]"
